Seed_Type,Age_Weeks,Stage_Description,Avg_Height_in,Soil_Type,Fertilizer,Care_Instructions,Ready_to_Sell
Pomelo,38,Market Ready,23.26,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Pomelo,39,Market Ready,23.51,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Pomelo,40,Market Ready,23.76,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Pomelo,41,Market Ready,24.01,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Pomelo,42,Market Ready,24.25,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Pomelo,43,Over-Matured,24.5,Clay Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Pomelo,1,Seed Preparation,0.0,Silty Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Pomelo,2,Germination,1.85,Silty Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Pomelo,3,Germination,3.7,Silty Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Pomelo,4,Cotyledon Stage,5.18,Silty Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Pomelo,5,Cotyledon Stage,6.66,Silty Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Pomelo,6,First True Leaves,8.14,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Pomelo,7,First True Leaves,9.62,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Pomelo,8,First True Leaves,11.1,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Pomelo,9,Seedling Establishment,11.63,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Pomelo,10,Seedling Establishment,12.17,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Pomelo,11,Seedling Establishment,12.7,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Pomelo,12,Vegetative Growth,13.23,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Pomelo,13,Vegetative Growth,13.77,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Pomelo,14,Vegetative Growth,14.3,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Pomelo,15,Vegetative Growth,14.84,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Pomelo,16,Vegetative Growth,15.37,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Pomelo,17,Vegetative Growth,15.9,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Pomelo,18,Vegetative Growth,16.44,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Pomelo,19,Vegetative Growth,16.97,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Pomelo,20,Vegetative Growth,17.5,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Pomelo,21,Vegetative Growth,18.04,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Pomelo,22,Pre-Grafting,18.57,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Pomelo,23,Pre-Grafting,19.1,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Pomelo,24,Pre-Grafting,19.64,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Pomelo,25,Pre-Grafting,20.17,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Pomelo,26,Grafting Ready,20.71,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Pomelo,27,Grafting Ready,21.24,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Pomelo,28,Grafting Ready,21.77,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Pomelo,29,Grafting Ready,22.31,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Pomelo,30,Market Preparation,22.84,Silty Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Pomelo,31,Market Preparation,23.37,Silty Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Pomelo,32,Market Preparation,23.91,Silty Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Pomelo,33,Market Preparation,24.44,Silty Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Pomelo,34,Market Ready,24.98,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Pomelo,35,Market Ready,25.25,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Pomelo,36,Market Ready,25.53,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Pomelo,37,Market Ready,25.81,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Pomelo,38,Market Ready,26.09,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Pomelo,39,Market Ready,26.36,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Pomelo,40,Market Ready,26.64,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Pomelo,41,Market Ready,26.92,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Pomelo,42,Market Ready,27.2,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Pomelo,43,Over-Matured,27.47,Silty Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Dalandan,1,Seed Preparation,0.0,Loam Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Dalandan,2,Germination,2.0,Loam Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Dalandan,3,Germination,4.0,Loam Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Dalandan,4,Cotyledon Stage,5.6,Loam Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Dalandan,5,Cotyledon Stage,7.2,Loam Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Dalandan,6,First True Leaves,8.8,Loam Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Dalandan,7,First True Leaves,10.4,Loam Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Dalandan,8,First True Leaves,12.0,Loam Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Dalandan,9,Seedling Establishment,12.33,Loam Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Dalandan,10,Seedling Establishment,12.67,Loam Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Dalandan,11,Seedling Establishment,13.0,Loam Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Dalandan,12,Vegetative Growth,13.33,Loam Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,13,Vegetative Growth,13.67,Loam Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,14,Vegetative Growth,14.0,Loam Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,15,Vegetative Growth,14.33,Loam Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,16,Vegetative Growth,14.67,Loam Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,17,Pre-Grafting,15.0,Loam Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,18,Pre-Grafting,15.33,Loam Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,19,Pre-Grafting,15.67,Loam Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,20,Pre-Grafting,16.0,Loam Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,21,Grafting Ready,16.33,Loam Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Dalandan,22,Grafting Ready,16.67,Loam Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Dalandan,23,Grafting Ready,17.0,Loam Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Dalandan,24,Grafting Ready,17.33,Loam Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Dalandan,25,Market Preparation,17.67,Loam Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Dalandan,26,Market Ready,18.0,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,27,Market Ready,18.3,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,28,Market Ready,18.6,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,29,Market Ready,18.9,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,30,Market Ready,19.2,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,31,Market Ready,19.5,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,32,Market Ready,19.8,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,33,Market Ready,20.1,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,34,Market Ready,20.4,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,35,Over-Matured,20.7,Loam Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Dalandan,1,Seed Preparation,0.0,Sandy Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Dalandan,2,Germination,1.75,Sandy Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Dalandan,3,Germination,3.5,Sandy Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Dalandan,4,Cotyledon Stage,4.9,Sandy Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Dalandan,5,Cotyledon Stage,6.3,Sandy Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Dalandan,6,First True Leaves,7.7,Sandy Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Dalandan,7,First True Leaves,9.1,Sandy Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Dalandan,8,First True Leaves,10.5,Sandy Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Dalandan,9,Seedling Establishment,10.79,Sandy Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Dalandan,10,Seedling Establishment,11.08,Sandy Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Dalandan,11,Seedling Establishment,11.38,Sandy Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Dalandan,12,Vegetative Growth,11.67,Sandy Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,13,Vegetative Growth,11.96,Sandy Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,14,Vegetative Growth,12.25,Sandy Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,15,Vegetative Growth,12.54,Sandy Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,16,Vegetative Growth,12.83,Sandy Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,17,Pre-Grafting,13.12,Sandy Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,18,Pre-Grafting,13.42,Sandy Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,19,Pre-Grafting,13.71,Sandy Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,20,Pre-Grafting,14.0,Sandy Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,21,Grafting Ready,14.29,Sandy Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Dalandan,22,Grafting Ready,14.58,Sandy Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Dalandan,23,Grafting Ready,14.88,Sandy Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Dalandan,24,Grafting Ready,15.17,Sandy Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Dalandan,25,Market Preparation,15.46,Sandy Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Dalandan,26,Market Ready,15.75,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,27,Market Ready,16.01,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,28,Market Ready,16.28,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,29,Market Ready,16.54,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,30,Market Ready,16.8,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,31,Market Ready,17.06,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,32,Market Ready,17.32,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,33,Market Ready,17.59,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,34,Market Ready,17.85,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,35,Over-Matured,18.11,Sandy Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Dalandan,1,Seed Preparation,0.0,Clay Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Dalandan,2,Germination,1.65,Clay Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Dalandan,3,Germination,3.3,Clay Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Dalandan,4,Cotyledon Stage,4.62,Clay Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Dalandan,5,Cotyledon Stage,5.94,Clay Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Dalandan,6,First True Leaves,7.26,Clay Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Dalandan,7,First True Leaves,8.58,Clay Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Dalandan,8,First True Leaves,9.9,Clay Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Dalandan,9,Seedling Establishment,10.18,Clay Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Dalandan,10,Seedling Establishment,10.45,Clay Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Dalandan,11,Seedling Establishment,10.72,Clay Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Dalandan,12,Vegetative Growth,11.0,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,13,Vegetative Growth,11.27,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,14,Vegetative Growth,11.55,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,15,Vegetative Growth,11.82,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,16,Vegetative Growth,12.1,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,17,Pre-Grafting,12.38,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,18,Pre-Grafting,12.65,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,19,Pre-Grafting,12.92,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,20,Pre-Grafting,13.2,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,21,Grafting Ready,13.47,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Dalandan,22,Grafting Ready,13.75,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Dalandan,23,Grafting Ready,14.02,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Dalandan,24,Grafting Ready,14.3,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Dalandan,25,Market Preparation,14.57,Clay Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Dalandan,26,Market Ready,14.85,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,27,Market Ready,15.1,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,28,Market Ready,15.35,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,29,Market Ready,15.59,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,30,Market Ready,15.84,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,31,Market Ready,16.09,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,32,Market Ready,16.34,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,33,Market Ready,16.58,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,34,Market Ready,16.83,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Dalandan,35,Over-Matured,17.08,Clay Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Dalandan,1,Seed Preparation,0.0,Silty Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Dalandan,2,Germination,1.85,Silty Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Dalandan,3,Germination,3.7,Silty Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Dalandan,4,Cotyledon Stage,5.18,Silty Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Dalandan,5,Cotyledon Stage,6.66,Silty Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Dalandan,6,First True Leaves,8.14,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Dalandan,7,First True Leaves,9.62,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Dalandan,8,First True Leaves,11.1,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Dalandan,9,Seedling Establishment,11.41,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Dalandan,10,Seedling Establishment,11.72,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Dalandan,11,Seedling Establishment,12.03,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Dalandan,12,Vegetative Growth,12.33,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,13,Vegetative Growth,12.64,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,14,Vegetative Growth,12.95,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,15,Vegetative Growth,13.26,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,16,Vegetative Growth,13.57,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Dalandan,17,Pre-Grafting,13.88,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,18,Pre-Grafting,14.18,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,19,Pre-Grafting,14.49,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,20,Pre-Grafting,14.8,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Dalandan,21,Grafting Ready,15.11,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Dalandan,22,Grafting Ready,15.42,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
